,CD4 T cell,CD8 T cell,B cell,Macrophage,Granulocyte,Blood vessel,Stroma,Other
"('cell', 978)",0,0,0,0,1,0,0,0
"('cell', 1040)",0,0,0,0,1,0,0,0
"('cell', 775)",0,0,0,0,2,0,0,1
"('cell', 231)",0,0,0,0,2,0,0,0
"('cell', 929)",0,0,0,0,1,0,0,0
"('cell', 7)",0,0,0,0,3,0,0,0
"('cell', 675)",0,3,0,0,6,0,0,0
"('cell', 671)",0,0,0,0,9,0,0,0
"('cell', 879)",1,0,1,2,0,1,4,3
"('cell', 1176)",0,0,0,0,4,0,1,1
"('cell', 624)",0,0,0,0,1,0,0,0
"('cell', 500)",0,0,3,5,0,0,0,0
"('cell', 1)",0,0,0,2,0,0,0,0
"('cell', 11)",0,0,0,2,2,1,1,0
"('cell', 8)",0,0,0,2,4,1,1,0
"('cell', 306)",0,0,0,0,3,0,0,0
"('cell', 267)",0,0,0,0,3,0,0,0
"('cell', 947)",0,0,0,0,1,0,0,0
"('cell', 966)",0,0,0,0,1,0,0,0
"('cell', 426)",0,1,0,0,11,2,2,1
"('cell', 208)",0,0,0,0,4,0,0,0
"('cell', 185)",0,0,0,0,4,0,0,0
"('cell', 135)",0,0,0,0,4,0,0,0
"('cell', 236)",0,0,0,0,7,1,0,0
"('cell', 196)",0,0,0,0,6,1,0,0
"('cell', 28)",0,0,0,0,4,0,0,0
"('cell', 16)",0,1,0,0,4,0,0,0
"('cell', 46)",0,0,0,0,4,0,0,0
"('cell', 145)",0,0,0,0,7,0,0,0
"('cell', 102)",0,0,0,0,6,0,0,0
"('cell', 298)",0,1,0,0,13,2,1,0
"('cell', 248)",0,1,0,0,10,2,0,0
"('cell', 303)",0,1,0,0,13,2,1,1
"('cell', 54)",0,0,0,0,6,0,0,0
"('cell', 123)",0,0,0,0,4,0,0,0
"('cell', 82)",0,0,0,0,8,0,0,0
"('cell', 76)",0,0,0,0,6,0,0,0
"('cell', 107)",0,0,0,0,7,0,0,0
"('cell', 58)",0,1,0,0,4,0,0,0
"('cell', 31)",0,1,0,0,3,0,0,0
"('cell', 64)",0,0,0,0,7,0,0,0
"('cell', 27)",0,0,0,0,2,0,0,0
"('cell', 676)",0,0,1,0,12,0,1,0
"('cell', 901)",1,1,1,2,0,0,5,3
"('cell', 317)",0,0,0,0,7,1,0,0
"('cell', 736)",0,0,1,0,6,0,2,1
"('cell', 694)",0,0,1,0,6,0,1,0
"('cell', 752)",0,0,1,1,4,0,1,1
"('cell', 798)",0,0,0,2,2,0,2,3
"('cell', 795)",0,2,0,1,4,0,1,0
"('cell', 588)",0,0,0,0,1,0,3,0
"('cell', 600)",0,0,0,0,1,0,0,1
"('cell', 577)",0,1,0,0,1,0,5,0
"('cell', 494)",0,2,0,0,0,1,7,0
"('cell', 534)",0,2,0,0,0,0,7,0
"('cell', 557)",0,1,0,0,1,0,6,0
"('cell', 535)",0,1,0,0,0,1,7,0
"('cell', 569)",0,0,0,0,1,0,6,0
"('cell', 626)",0,2,0,0,2,0,1,0
"('cell', 627)",0,4,0,0,3,0,2,0
"('cell', 1173)",0,0,1,0,3,0,1,1
"('cell', 684)",0,1,0,0,1,0,0,0
"('cell', 640)",0,1,0,0,1,0,0,0
"('cell', 669)",0,2,0,0,4,0,0,0
