,CELL_ID,X,Y
2037,2038,624,1411
2010,2011,581,1386
1057,1058,249,730
2044,2045,1268,1417
2053,2054,1291,1423
2022,2023,1506,1396
2067,2068,1188,1436
1031,1032,270,716
457,458,331,399
97,98,612,155
108,109,625,168
119,120,647,178
12,13,1369,72
2047,2048,1312,1422
1788,1789,1355,1169
1663,1664,1553,1079
1632,1633,1561,1060
1916,1917,1626,1294
1777,1778,1308,1162
1699,1700,1225,1109
1799,1800,1254,1181
1818,1819,1239,1201
1800,1801,1278,1185
2035,2036,1239,1407
1993,1994,936,1369
1994,1995,907,1370
635,636,479,509
602,603,464,494
462,463,376,399
527,528,388,441
519,520,371,437
489,490,354,419
420,421,362,369
71,72,663,137
72,73,682,135
51,52,675,115
93,94,642,146
41,42,711,106
55,56,697,119
131,132,659,189
103,104,658,161
150,151,653,209
141,142,636,197
285,286,723,291
336,337,732,320
116,117,1467,170
129,130,1465,186
1544,1545,1253,1013
443,444,1642,384
408,409,1573,363
70,71,1480,134
105,106,1491,161
101,102,1457,158
204,205,1637,242
56,57,1443,120
65,66,1460,131
31,32,1405,94
26,27,1418,84
33,34,1435,96
1908,1909,1268,1287
1918,1919,1360,1297
1715,1716,1325,1120
1674,1675,1536,1087
1631,1632,1248,1063
1618,1619,1266,1058
1634,1635,1224,1063
1564,1565,1240,1023
1877,1878,1413,1252
1649,1650,1745,1073
1434,1435,1802,946
1654,1655,1580,1074
1727,1728,1531,1129
534,535,1708,446
568,569,1728,470
560,561,1706,463
833,834,1779,612
842,843,1798,617
883,884,1790,639
812,813,1761,605
600,601,1781,487
886,887,1823,641
849,850,1815,622
621,622,1707,499
1196,1197,1697,802
1111,1112,1665,764
1828,1829,1180,1208
1694,1695,1251,1106
1765,1766,1272,1152
1803,1804,1208,1186
1795,1796,1182,1181
2034,2035,1106,1407
2060,2061,1090,1431
986,987,268,694
1985,1986,565,1360
1999,2000,601,1371
1307,1308,1200,873
1366,1367,1223,906
1832,1833,1102,1209
1798,1799,1149,1181
579,580,508,477
592,593,423,487
638,639,438,513
584,585,444,479
552,553,406,461
516,517,471,435
458,459,396,397
468,469,505,400
499,500,493,426
535,536,429,448
539,540,457,450
570,571,482,471
514,515,586,433
477,478,587,408
509,510,565,430
515,516,604,434
405,406,882,364
98,99,686,158
136,137,837,192
228,229,727,258
275,276,695,287
440,441,1091,386
470,471,905,400
436,437,892,380
256,257,739,276
223,224,760,257
272,273,862,282
231,232,859,259
830,831,1187,611
279,280,1475,286
153,154,1491,208
299,300,1679,297
391,392,1624,351
445,446,1660,387
267,268,1684,280
485,486,1697,414
497,498,1723,425
326,327,1561,312
382,383,1586,342
370,371,1607,338
329,330,1540,313
254,255,1486,269
471,472,1560,399
449,450,1601,391
447,448,1623,389
417,418,1605,366
428,429,1583,376
476,477,1586,406
92,93,1394,146
53,54,1415,117
40,41,1396,106
63,64,1376,132
78,79,1425,143
1898,1899,1403,1272
1907,1908,1374,1286
1961,1962,1383,1335
1960,1961,1366,1335
2019,2020,1388,1393
2015,2016,1367,1387
1992,1993,1391,1367
2030,2031,1375,1408
2021,2022,1335,1393
1974,1975,1351,1350
2027,2028,1309,1402
2009,2010,1348,1380
2038,2039,1328,1411
