,CELL_ID,X,Y
144,145,269,225
920,921,1125,1248
942,943,1527,1298
540,541,1913,683
601,602,1676,748
297,298,1031,438
97,98,1344,188
118,119,1637,202
32,33,1495,90
499,500,4,645
878,879,1601,1184
729,730,1449,932
974,975,1454,1366
1000,1001,1605,1424
999,1000,1509,1417
1003,1004,1517,1435
921,922,1215,1245
925,926,1150,1256
969,970,1392,1357
994,995,1341,1394
293,294,971,427
303,304,1007,440
347,348,1713,500
230,231,1747,324
854,855,1817,1139
91,92,286,183
139,140,297,222
33,34,309,91
501,502,17,646
0,1,839,7
4,5,887,32
30,31,893,82
13,14,841,49
6,7,860,41
315,316,1041,455
164,165,1680,244
210,211,1725,298
123,124,1614,207
40,41,1347,106
9,10,1320,47
63,64,1456,143
189,190,1500,277
180,181,1474,263
50,51,1281,124
44,45,1296,111
907,908,238,1231
639,640,117,799
670,671,185,847
702,703,151,888
782,783,273,1008
797,798,252,1034
346,347,1037,499
326,327,1029,476
707,708,1169,893
764,765,1361,976
970,971,1501,1358
976,977,1473,1368
984,985,1498,1379
959,960,1506,1326
283,284,1004,412
779,780,1602,1000
881,882,1802,1185
314,315,1587,457
321,322,1500,468
561,562,1593,701
450,451,1913,595
492,493,1892,638
106,107,580,195
563,564,350,705
667,668,428,844
132,133,913,214
396,397,1063,554
373,374,1044,530
344,345,1080,494
323,324,1182,469
288,289,1039,419
332,333,1060,481
360,361,1089,517
350,351,1069,505
388,389,1365,543
247,248,1603,357
173,174,1652,255
195,196,1604,281
179,180,1614,261
191,192,1634,276
167,168,1579,247
172,173,1595,253
159,160,1566,240
145,146,1575,225
8,9,1363,44
16,17,1344,57
3,4,1375,29
45,46,1538,108
177,178,1504,259
134,135,1503,217
166,167,1485,245
122,123,1514,208
158,159,1507,237
148,149,1523,226
861,862,272,1150
894,895,250,1210
753,754,259,964
863,864,381,1159
559,560,1239,702
542,543,1227,685
531,532,1176,678
477,478,1336,621
463,464,1323,609
756,757,752,967
706,707,958,895
808,809,1032,1052
804,805,763,1047
757,758,1079,969
754,755,1095,966
773,774,1061,989
860,861,1638,1146
845,846,1672,1119
683,684,971,857
709,710,1298,896
744,745,1344,947
715,716,1416,902
927,928,1051,1259
897,898,970,1212
874,875,1012,1174
630,631,1637,785
733,734,1659,934
809,810,1866,1055
812,813,1615,1065
843,844,1624,1119
826,827,1680,1083
327,328,1483,475
310,311,1362,450
423,424,1464,572
289,290,1514,420
298,299,1503,436
525,526,1563,671
548,549,1571,691
551,552,1552,694
503,504,1537,647
514,515,1568,654
543,544,1602,687
93,94,601,185
96,97,559,187
153,154,912,236
324,325,746,472
351,352,352,506
472,473,183,617
131,132,878,216
120,121,901,203
136,137,894,221
112,113,942,198
137,138,930,220
102,103,921,192
90,91,916,178
76,77,918,159
18,19,947,62
160,161,981,242
147,148,959,225
162,163,935,243
530,531,1142,677
398,399,1086,556
385,386,1095,542
379,380,1110,534
520,521,1235,666
369,370,1129,525
280,281,1530,401
181,182,1548,265
94,95,1495,186
92,93,1514,183
46,47,1505,111
36,37,1471,97
113,114,1553,199
109,110,1526,198
87,88,1531,175
110,111,1585,197
128,129,1564,210
138,139,1541,220
769,770,430,983
810,811,330,1061
728,729,283,932
655,656,332,826
936,937,461,1292
945,946,483,1306
928,929,497,1265
859,860,321,1146
535,536,948,680
556,557,1465,698
578,579,1462,716
515,516,1477,657
527,528,1473,674
560,561,1424,702
570,571,1446,711
889,890,961,1196
869,870,1720,1163
902,903,1638,1218
892,893,1772,1207
652,653,1280,821
721,722,1195,921
271,272,1016,386
69,70,891,152
269,270,1565,386
273,274,1545,388
409,410,1515,562
400,401,1489,556
414,415,1477,565
330,331,1454,480
364,365,1364,521
462,463,1473,607
448,449,1458,594
442,443,1478,589
487,488,1483,635
461,462,1449,605
427,428,1493,575
331,332,1513,478
311,312,1502,453
295,296,1524,434
286,287,1538,419
571,572,1480,711
22,23,642,69
75,76,854,170
88,89,836,178
74,75,872,158
81,82,891,172
108,109,885,195
127,128,861,209
201,202,684,290
613,614,751,762
545,546,230,687
430,431,1134,578
406,407,1109,562
386,387,1125,546
390,391,1141,544
434,435,1116,585
418,419,1328,569
451,452,1313,596
479,480,1301,621
444,445,1220,594
402,403,1197,557
413,414,1210,566
387,388,1206,542
421,422,1149,571
397,398,1179,553
394,395,1159,549
439,440,1181,587
422,423,1185,572
440,441,1200,587
454,455,1196,603
459,460,1179,606
428,429,1165,577
452,453,1158,598
285,286,1494,415
244,245,1546,347
253,254,1568,362
238,239,1553,332
258,259,1532,368
237,238,1528,331
242,243,1519,343
208,209,1564,295
196,197,1536,285
216,217,1544,306
190,191,1566,274
213,214,1587,300
227,228,1572,321
64,65,1490,145
77,78,1490,165
70,71,1474,155
51,52,1493,125
54,55,1476,127
752,753,400,960
1002,1003,1349,1433
995,996,701,1401
983,984,543,1378
979,980,526,1373
993,994,513,1393
885,886,355,1190
884,885,342,1188
905,906,339,1229
883,884,330,1188
550,551,917,694
474,475,1443,619
482,483,1466,628
513,514,1460,655
464,465,1349,610
498,499,1397,642
185,186,944,268
168,169,963,248
657,658,1803,830
687,688,1749,861
833,834,1698,1093
796,797,1717,1030
813,814,1678,1064
356,357,1467,508
365,366,1449,523
348,349,1444,499
340,341,1468,491
345,346,1487,494
342,343,1426,494
339,340,1378,489
308,309,1450,447
296,297,1477,435
243,244,1452,346
307,308,1378,449
316,317,1466,459
319,320,1443,467
329,330,1414,478
395,396,1388,549
383,384,1432,543
370,371,1405,528
372,373,1424,530
359,360,1419,513
358,359,1397,511
389,390,1407,544
376,377,1386,532
594,595,1463,733
646,647,1553,813
589,590,1527,726
600,601,1564,746
590,591,1545,721
572,573,1573,713
598,599,1586,741
620,621,1580,768
10,11,689,49
5,6,702,39
12,13,619,50
27,28,626,74
204,205,872,294
392,393,1275,546
374,375,1261,533
404,405,1309,559
393,394,1338,546
399,400,1236,554
425,426,1219,576
966,967,968,1346
963,964,1006,1341
960,961,634,1337
895,896,699,1209
888,889,770,1197
853,854,756,1137
532,533,1454,678
539,540,1431,682
510,511,1440,654
509,510,1417,653
445,446,1346,592
407,408,1349,564
436,437,1372,585
458,459,1366,602
467,468,1403,616
408,409,1403,563
410,411,1377,565
431,432,1357,580
420,421,1362,570
277,278,1034,395
43,44,814,111
26,27,829,68
11,12,810,47
42,43,777,110
68,69,834,155
65,66,809,147
765,766,1884,977
755,756,1742,969
605,606,1531,748
607,608,1550,753
29,30,681,82
124,125,823,207
115,116,777,203
135,136,798,220
100,101,647,192
107,108,620,199
82,83,664,172
78,79,641,164
89,90,616,177
170,171,801,250
175,176,774,260
265,266,677,379
426,427,1244,575
457,458,1250,604
443,444,1237,590
188,189,986,273
149,150,1055,229
48,49,854,121
61,62,830,140
59,60,865,137
52,53,824,125
47,48,872,115
38,39,826,102
31,32,826,85
35,36,882,97
618,619,1498,765
641,642,1526,801
631,632,1481,784
616,617,1515,764
597,598,1479,742
595,596,1503,736
49,50,706,123
37,38,699,102
60,61,697,139
39,40,725,103
67,68,714,151
99,100,675,190
83,84,686,174
73,74,701,161
111,112,666,200
435,436,1272,583
416,417,1259,566
412,413,1277,564
441,442,1255,588
438,439,1296,584
200,201,970,289
206,207,955,297
205,206,1000,295
221,222,978,312
239,240,973,338
248,249,986,356
263,264,993,377
240,241,1016,338
234,235,999,326
222,223,1020,312
249,250,1007,356
257,258,1022,367
